iter	Passed	Remaining
1631	996717	224749
1632	997257	224123
1633	997831	223504
1634	998340	222871
1635	998847	222237
1636	999361	221605
1637	999888	220976
1638	1000396	220343
1639	1000877	219704
1640	1001321	219058
1641	1001814	218422
1642	1002316	217788
1643	1002825	217156
1644	1003244	216505
1645	1003752	215873
1646	1004249	215239
1647	1004784	214614
1648	1005320	213988
1649	1005811	213353
1650	1006303	212719
1651	1006795	212085
1652	1007334	211460
1653	1007858	210833
1654	1008375	210205
1655	1008778	209553
1656	1009230	208911
1657	1009746	208283
1658	1010332	207669
1659	1010882	207048
1660	1011511	206443
1661	1012189	205848
1662	1012935	205267
1663	1013588	204666
1664	1014219	204062
1665	1015077	203502
1666	1015794	202915
1667	1016300	202285
1668	1016842	201662
1669	1017471	201057
1670	1018159	200463
1671	1018835	199867
1672	1019459	199260
1673	1020167	198670
1674	1020924	198089
1675	1021656	197504
1676	1022349	196910
1677	1023086	196325
1678	1023744	195724
1679	1024350	195114
1680	1024870	194487
1681	1025501	193881
1682	1026293	193306
1683	1026923	192700
1684	1027465	192078
1685	1028088	191470
1686	1028648	190851
1687	1029119	190216
1688	1029652	189592
1689	1030152	188962
1690	1030647	188332
1691	1031112	187696
1692	1031646	187073
1693	1032172	186449
1694	1032692	185823
1695	1033273	185209
1696	1033785	184582
1697	1034284	183954
1698	1034810	183330
1699	1035353	182709
1700	1035869	182084
1701	1036351	181452
1702	1036866	180827
1703	1037379	180202
1704	1037892	179576
1705	1038387	178948
1706	1038895	178322
1707	1039368	177690
1708	1039836	177058
1709	1040386	176439
1710	1040897	175814
1711	1041427	175193
1712	1041961	174572
1713	1042513	173954
1714	1043007	173327
1715	1043544	172707
1716	1044004	172075
1717	1044571	171460
1718	1045065	170833
1719	1045536	170203
1720	1046054	169581
1721	1046578	168959
1722	1047106	168339
1723	1047623	167717
1724	1048280	167117
1725	1048836	166501
1726	1049438	165892
1727	1049969	165272
1728	1050666	164679
1729	1051273	164071
1730	1051841	163457
1731	1052438	162848
1732	1053081	162246
1733	1053670	161635
1734	1054229	161020
1735	1054813	160409
1736	1055356	159792
1737	1055887	159172
1738	1056389	158549
1739	1056904	157928
1740	1057416	157306
1741	1057925	156684
1742	1058477	156069
1743	1058993	155448
1744	1059560	154835
1745	1060092	154217
1746	1060614	153597
1747	1061127	152977
1748	1061652	152358
1749	1062157	151736
1750	1062678	151117
1751	1063226	150502
1752	1063762	149885
1753	1064264	149264
1754	1064804	148647
1755	1065311	148027
1756	1065811	147405
1757	1066377	146793
1758	1066888	146174
1759	1067425	145558
1760	1067943	144939
1761	1068448	144319
1762	1068982	143703
1763	1069520	143087
1764	1070025	142467
1765	1070529	141848
1766	1071209	141251
1767	1071893	140655
1768	1072461	140044
1769	1073142	139447
1770	1073682	138832
1771	1074288	138226
1772	1074842	137613
1773	1075364	136996
1774	1075852	136375
1775	1076364	135757
1776	1076835	135134
1777	1077377	134520
1778	1077873	133901
1779	1078360	133280
1780	1078891	132665
1781	1079390	132046
1782	1079873	131425
1783	1080377	130807
1784	1080910	130193
1785	1081396	129573
1786	1081877	128953
1787	1082366	128334
1788	1082907	127721
1789	1083441	127107
1790	1084079	126506
1791	1084636	125895
1792	1085259	125292
1793	1085889	124689
1794	1086478	124082
1795	1087067	123475
1796	1087622	122864
1797	1088196	122255
1798	1088760	121645
1799	1089279	121031
1800	1089759	120412
1801	1090238	119793
1802	1090762	119179
1803	1091270	118563
1804	1091775	117948
1805	1092283	117332
1806	1092786	116717
1807	1093287	116101
1808	1093805	115487
1809	1094279	114869
1810	1094824	114258
1811	1095348	113645
1812	1095884	113033
1813	1096387	112419
1814	1096938	111809
1815	1097505	111201
1816	1098005	110586
1817	1098535	109974
1818	1099049	109361
1819	1099558	108747
1820	1100044	108131
1821	1100548	107517
1822	1101074	106906
1823	1101573	106292
1824	1102123	105683
1825	1102647	105071
1826	1103157	104458
1827	1103712	103850
1828	1104220	103237
1829	1104705	102622
1830	1105175	102006
1831	1105691	101395
1832	1106176	100780
1833	1106702	100170
1834	1107218	99559
1835	1107730	98947
1836	1108213	98333
1837	1108772	97726
1838	1109269	97113
1839	1109760	96500
1840	1110244	95887
1841	1110772	95277
1842	1111308	94669
1843	1111839	94060
1844	1112322	93447
1845	1112846	92837
1846	1113396	92230
1847	1113948	91623
1848	1114439	91011
1849	1114962	90402
1850	1115477	89792
1851	1115964	89180
1852	1116375	88562
1853	1116893	87953
1854	1117427	87346
1855	1117973	86739
1856	1118454	86127
1857	1118945	85516
1858	1119475	84909
1859	1119995	84300
1860	1120496	83691
1861	1121014	83082
1862	1121529	82474
1863	1122067	81867
1864	1122588	81259
1865	1123066	80648
1866	1123549	80038
1867	1123934	79421
1868	1124447	78813
1869	1124875	78199
1870	1125432	77595
1871	1125932	76986
1872	1126452	76379
1873	1126990	75774
1874	1127491	75166
1875	1128001	74558
1876	1128499	73950
1877	1129010	73343
1878	1129515	72736
1879	1130028	72129
1880	1130510	71520
1881	1131028	70914
1882	1131517	70306
1883	1132044	69701
1884	1132523	69092
1885	1133020	68485
1886	1133563	67881
1887	1134086	67276
1888	1134538	66666
1889	1135063	66061
1890	1135546	65454
1891	1136074	64849
1892	1136626	64246
1893	1137171	63643
1894	1137691	63038
1895	1138204	62433
1896	1138684	61826
1897	1139210	61222
1898	1139721	60617
1899	1140252	60013
1900	1140776	59409
1901	1141299	58805
1902	1141837	58201
1903	1142361	57598
1904	1142886	56994
1905	1143383	56389
1906	1143865	55783
1907	1144377	55179
1908	1144905	54576
1909	1145442	53973
1910	1145997	53371
1911	1146542	52769
1912	1147017	52164
1913	1147552	51561
1914	1148096	50959
1915	1148572	50354
1916	1149018	49748
1917	1149562	49147
1918	1150087	48544
1919	1150605	47941
1920	1151113	47338
1921	1151604	46735
1922	1152071	46130
1923	1152604	45529
1924	1153095	44925
1925	1153589	44322
1926	1154108	43720
1927	1154610	43118
1928	1155126	42516
1929	1155616	41913
1930	1156120	41311
1931	1156625	40709
1932	1157072	40105
1933	1157639	39505
1934	1158189	38905
1935	1158660	38302
1936	1159153	37700
1937	1159629	37098
1938	1160055	36494
1939	1160561	35893
1940	1161083	35293
1941	1161577	34691
1942	1162054	34090
1943	1162564	33489
1944	1163022	32887
1945	1163556	32287
1946	1163986	31685
1947	1164530	31086
1948	1165003	30484
1949	1165497	29884
1950	1166030	29285
1951	1166583	28686
1952	1167075	28086
1953	1167599	27486
1954	1168095	26887
1955	1168568	26286
1956	1169101	25687
1957	1169629	25089
1958	1170109	24489
1959	1170605	23889
1960	1171083	23290
1961	1171587	22691
1962	1172118	22092
1963	1172638	21494
1964	1173141	20895
1965	1173633	20296
1966	1174110	19697
1967	1174609	19099
1968	1175098	18500
1969	1175616	17902
1970	1176039	17303
1971	1176537	16705
1972	1177058	16107
1973	1177539	15509
1974	1178009	14911
1975	1178543	14314
1976	1179028	13716
1977	1179520	13119
1978	1179970	12521
1979	1180472	11923
1980	1181007	11327
1981	1181515	10730
1982	1182022	10133
1983	1182519	9536
1984	1183044	8939
1985	1183555	8343
1986	1184062	7746
1987	1184587	7150
1988	1185071	6553
1989	1185611	5957
1990	1186110	5361
1991	1186644	4765
1992	1187199	4169
1993	1187670	3573
1994	1188188	2977
1995	1188742	2382
1996	1189240	1786
1997	1189753	1190
1998	1190216	595
1999	1190737	0
