iter	Logloss
743	0.586338526
744	0.586328881
745	0.5863230655
746	0.5863080306
747	0.5863015305
748	0.5862909642
749	0.5862854312
750	0.5862681565
751	0.5862579729
752	0.5862518145
753	0.5862437232
754	0.5862351186
755	0.5862296118
756	0.586221836
757	0.5862119566
758	0.5862042635
759	0.5861863883
760	0.5861801219
761	0.5861726455
762	0.5861667624
763	0.5861522778
764	0.5861354371
765	0.5861222062
766	0.5861055783
767	0.5860948747
768	0.5860739425
769	0.5860696023
770	0.5860645125
771	0.58605176
772	0.5860440719
773	0.5860388643
774	0.5860321692
775	0.5860079673
776	0.5859938177
777	0.5859808964
778	0.5859630329
779	0.5859565813
780	0.5859515717
781	0.5859348428
782	0.585930157
783	0.5859241043
784	0.5859125109
785	0.5858999104
786	0.585894888
787	0.585882235
788	0.5858779854
789	0.5858727601
790	0.5858666771
791	0.5858574187
792	0.5858398503
793	0.5858239718
794	0.5858162029
795	0.5858095894
796	0.5857987425
797	0.5857837236
798	0.585777967
799	0.5857724469
800	0.5857673854
801	0.5857617693
802	0.585757139
803	0.5857509362
804	0.5857447379
805	0.5857358062
806	0.5857288235
807	0.5857192581
808	0.5857115164
809	0.5857025118
810	0.5856974288
811	0.5856879469
812	0.5856818128
813	0.5856775013
814	0.5856704425
815	0.5856603587
816	0.5856421508
817	0.5856379727
818	0.5856347878
819	0.5856283825
820	0.5856222112
821	0.5856090936
822	0.5856043486
823	0.5855964845
824	0.5855895426
825	0.5855806985
826	0.5855745617
827	0.5855686997
828	0.5855501708
829	0.5855450766
830	0.5855406821
831	0.585523782
832	0.5855200277
833	0.5855102884
834	0.5855038453
835	0.5854949711
836	0.5854908123
837	0.5854828442
838	0.5854755147
839	0.5854606621
840	0.5854530107
841	0.5854456386
842	0.5854409247
843	0.5854324924
844	0.5854120763
845	0.5854057922
846	0.5853999387
847	0.5853919526
848	0.585386793
849	0.5853813255
850	0.5853748693
851	0.5853695311
852	0.5853547851
853	0.5853469524
854	0.5853424495
855	0.585333458
856	0.5853291833
857	0.5853198307
858	0.5853078099
859	0.5853024372
860	0.5852965063
861	0.5852921483
862	0.5852856047
863	0.5852758552
864	0.5852698861
865	0.58526089
866	0.5852521789
867	0.5852468091
868	0.5852239336
869	0.5852003642
870	0.5851957148
871	0.5851903258
872	0.5851815635
873	0.5851623958
874	0.5851522083
875	0.5851429924
876	0.5851377642
877	0.5851154782
878	0.5851115085
879	0.585104986
880	0.5850981023
881	0.5850934788
882	0.5850873892
883	0.5850773673
884	0.5850742003
885	0.5850575709
886	0.5850524438
887	0.5850491729
888	0.5850450169
889	0.5850405536
890	0.5850379692
891	0.5850317856
892	0.5850258392
893	0.5850212711
894	0.5850132995
895	0.5849941685
896	0.5849891819
897	0.5849850249
898	0.5849782948
899	0.5849731188
900	0.5849687794
901	0.5849639501
902	0.5849596481
903	0.5849540005
904	0.5849489305
905	0.5849452413
906	0.5849394498
907	0.584928972
908	0.5849157009
909	0.5849097047
910	0.5849066538
911	0.5848973648
912	0.5848873909
913	0.5848756322
914	0.5848687681
915	0.5848528226
916	0.5848461629
917	0.5848419382
918	0.5848336467
919	0.5848275005
920	0.5848179866
921	0.58481364
922	0.5848090766
923	0.5848017388
924	0.5847987741
925	0.5847912672
926	0.5847851137
927	0.5847789379
928	0.5847736958
929	0.5847659376
930	0.5847619785
931	0.5847524263
932	0.5847404791
933	0.5847356874
934	0.5847295739
935	0.5847241438
936	0.5847145539
937	0.5847080045
938	0.5847028151
939	0.5846990062
940	0.5846887018
941	0.5846736348
942	0.5846670219
943	0.5846589195
944	0.5846488962
945	0.5846448749
946	0.5846404636
947	0.5846228445
948	0.5846110752
949	0.5846042582
950	0.5846014069
951	0.5845971619
952	0.584590489
953	0.584585287
954	0.5845807321
955	0.5845678959
956	0.5845566586
957	0.584551266
958	0.584545371
959	0.5845349074
960	0.5845283566
961	0.5845056751
962	0.5844975856
963	0.5844919986
964	0.5844841029
965	0.5844804378
966	0.5844752034
967	0.5844654953
968	0.5844580413
969	0.5844515618
970	0.5844446615
971	0.5844304644
972	0.5844177969
973	0.5844118082
974	0.5844085564
975	0.5843985132
976	0.584394892
977	0.5843751112
978	0.5843706343
979	0.5843559139
980	0.5843436822
981	0.5843347998
982	0.5843224862
983	0.5843114232
984	0.5843020218
985	0.5842971812
986	0.584283468
987	0.5842772631
988	0.5842600237
989	0.5842534838
990	0.5842485259
991	0.5842422338
992	0.5842337313
993	0.5842229573
994	0.5842177356
995	0.5842126727
996	0.5842084281
997	0.584194924
998	0.5841877946
999	0.5841818988
1000	0.5841707355
1001	0.5841640447
1002	0.5841561335
1003	0.5841500119
1004	0.5841458694
1005	0.584138725
1006	0.5841335482
1007	0.584122805
1008	0.5841127045
1009	0.5841071983
1010	0.5841012924
1011	0.5840933465
1012	0.5840845933
1013	0.5840780678
1014	0.5840669185
1015	0.5840626697
1016	0.5840535626
1017	0.5840493404
1018	0.5840434387
1019	0.5840378213
1020	0.5840318649
1021	0.5840182234
1022	0.5840169833
1023	0.5840118021
1024	0.5840068141
1025	0.5840029401
1026	0.583997612
1027	0.5839931241
1028	0.583987738
1029	0.5839830841
1030	0.5839788756
1031	0.5839739122
1032	0.5839670982
1033	0.5839624387
1034	0.5839570148
1035	0.5839525079
1036	0.5839405755
1037	0.5839304081
1038	0.5839244898
1039	0.5839196459
1040	0.5839170162
1041	0.5839043273
1042	0.5838997053
1043	0.5838930647
1044	0.5838810379
1045	0.583877924
1046	0.5838742141
1047	0.5838689801
1048	0.5838671933
1049	0.5838564838
1050	0.5838494122
1051	0.5838326863
1052	0.5838283675
1053	0.5838168045
1054	0.583812535
1055	0.5838056826
1056	0.5838012185
1057	0.5837917749
1058	0.5837870519
1059	0.5837806007
1060	0.58377621
1061	0.5837726004
1062	0.5837655103
1063	0.5837521447
1064	0.583747928
1065	0.5837358097
1066	0.5837305877
1067	0.5837250429
1068	0.5837193347
1069	0.5837091825
1070	0.5837043413
1071	0.5836995975
1072	0.5836948966
1073	0.5836914354
1074	0.583684678
1075	0.5836816582
1076	0.583676636
1077	0.583672266
1078	0.5836656087
1079	0.5836570925
1080	0.5836489191
1081	0.5836442159
1082	0.5836400741
1083	0.5836308552
1084	0.5836272651
1085	0.5836211641
1086	0.583611386
1087	0.5836065624
1088	0.5836033978
1089	0.5835963105
1090	0.5835904418
1091	0.5835839511
1092	0.5835770833
1093	0.5835731993
1094	0.5835676541
1095	0.5835625623
1096	0.5835564695
1097	0.5835513789
1098	0.5835415739
1099	0.5835358631
1100	0.5835325245
1101	0.5835277402
1102	0.5835228737
1103	0.5835174472
1104	0.5835130485
1105	0.5835078568
1106	0.5835015916
1107	0.5834864744
1108	0.5834829586
1109	0.5834728509
1110	0.5834625197
1111	0.5834588121
1112	0.5834504616
1113	0.5834470158
1114	0.5834433528
1115	0.5834394487
1116	0.5834361564
1117	0.5834320835
1118	0.5834277281
1119	0.5834212132
1120	0.5834121139
1121	0.5834059169
1122	0.5833985688
1123	0.5833950191
1124	0.583388363
1125	0.5833788206
1126	0.5833684338
1127	0.5833632631
1128	0.5833587343
1129	0.5833519079
1130	0.5833461696
1131	0.5833360906
1132	0.583329925
1133	0.5833268151
1134	0.5833212678
1135	0.5833181872
1136	0.5833133528
1137	0.5833098076
1138	0.5833046508
1139	0.5832993318
1140	0.5832869939
1141	0.5832831516
1142	0.5832770528
1143	0.5832715303
1144	0.5832654712
1145	0.5832613975
1146	0.5832438854
1147	0.5832392941
1148	0.5832354586
1149	0.58323317
1150	0.583231528
1151	0.5832255708
1152	0.5832210978
1153	0.583217323
1154	0.5832145776
1155	0.5832121897
1156	0.5832075779
1157	0.5832023181
1158	0.5831981292
1159	0.5831933781
1160	0.5831844827
1161	0.5831783136
1162	0.5831733392
1163	0.5831695079
1164	0.5831661761
1165	0.5831559522
1166	0.583150793
1167	0.5831476315
1168	0.5831436704
1169	0.5831402171
1170	0.5831308749
1171	0.5831247001
1172	0.5831199811
1173	0.5831137871
1174	0.5831084948
1175	0.5830992104
1176	0.5830861441
1177	0.5830754397
1178	0.5830715008
1179	0.583066877
1180	0.5830580239
1181	0.5830509449
1182	0.5830381136
1183	0.5830331787
1184	0.5830289695
1185	0.583023602
1186	0.5830127707
1187	0.583008039
1188	0.5830035135
1189	0.5829983357
1190	0.5829927067
1191	0.5829849512
1192	0.5829731479
1193	0.5829699988
1194	0.5829662977
1195	0.5829501045
1196	0.5829455167
1197	0.582932902
1198	0.5829277807
1199	0.5829231137
1200	0.5829190512
1201	0.5829168947
1202	0.5829128596
1203	0.5829074367
1204	0.5829020931
1205	0.5828898963
1206	0.5828827328
1207	0.5828784137
1208	0.5828697081
1209	0.5828659573
1210	0.5828621217
1211	0.5828568785
1212	0.5828530298
1213	0.5828494277
1214	0.5828442279
1215	0.5828392042
1216	0.5828348333
1217	0.5828261805
1218	0.5828214066
1219	0.582816012
1220	0.5828120592
1221	0.5828073297
1222	0.5828004835
1223	0.5827972127
1224	0.5827869154
1225	0.5827796453
1226	0.5827763339
1227	0.5827609693
1228	0.5827554179
1229	0.5827514939
1230	0.5827469618
1231	0.5827404241
1232	0.5827268848
1233	0.5827164493
1234	0.5827121641
1235	0.5827023341
1236	0.5826997335
1237	0.5826909301
1238	0.58268992
1239	0.5826854673
1240	0.5826813946
1241	0.5826772227
1242	0.5826709335
1243	0.582666686
1244	0.58266151
1245	0.5826491906
1246	0.5826383876
1247	0.582632736
1248	0.5826275059
1249	0.5826238474
1250	0.5826208492
1251	0.5826167561
1252	0.5826129602
1253	0.5826064248
1254	0.5826019249
1255	0.5825937305
1256	0.5825882397
1257	0.5825806863
1258	0.5825756635
1259	0.5825711851
1260	0.5825634341
1261	0.5825585015
1262	0.5825496307
1263	0.5825448311
1264	0.5825411652
1265	0.5825366364
1266	0.5825312218
1267	0.5825259356
1268	0.5825235306
1269	0.5825200539
1270	0.5825106417
1271	0.5825056179
1272	0.5824994733
1273	0.5824952139
1274	0.582487248
1275	0.5824826302
1276	0.5824781602
1277	0.5824710504
1278	0.5824667189
1279	0.5824628017
1280	0.5824594291
1281	0.5824416807
1282	0.5824332425
1283	0.5824300869
1284	0.5824221149
1285	0.5824184129
1286	0.5824141819
1287	0.5824104165
1288	0.5824075705
1289	0.5824038621
1290	0.5823993869
1291	0.582395465
1292	0.582387787
1293	0.5823777166
1294	0.582374181
1295	0.5823649099
1296	0.5823591239
1297	0.5823495514
1298	0.582345708
1299	0.582341768
1300	0.5823390174
1301	0.5823342429
1302	0.5823260246
1303	0.5823224511
1304	0.5823176546
1305	0.5823096143
1306	0.5822963535
1307	0.5822918229
1308	0.5822882067
1309	0.5822870189
1310	0.582275011
1311	0.582269579
1312	0.5822649244
1313	0.5822570754
1314	0.5822493614
1315	0.5822431756
1316	0.5822400778
1317	0.5822354527
1318	0.58222989
1319	0.5822236435
1320	0.5822201054
1321	0.5822155309
1322	0.5822105689
1323	0.5822015499
1324	0.5821963479
1325	0.5821919733
1326	0.5821876079
1327	0.5821694562
1328	0.5821626416
1329	0.5821583282
1330	0.5821517522
1331	0.5821462781
1332	0.5821399868
1333	0.5821364362
1334	0.5821248303
1335	0.5821221354
1336	0.5821181502
1337	0.5821164178
1338	0.5821099977
1339	0.5821035001
1340	0.582098441
1341	0.5820831821
1342	0.5820757272
1343	0.5820726497
1344	0.5820664827
1345	0.5820626386
1346	0.5820578775
1347	0.582047045
1348	0.582043454
1349	0.58203605
1350	0.5820313004
1351	0.5820266867
1352	0.5820240606
1353	0.58201468
1354	0.58200921
1355	0.5820048065
1356	0.5819930277
1357	0.5819845059
1358	0.5819802788
1359	0.5819767205
1360	0.5819674676
1361	0.5819640681
1362	0.5819593034
1363	0.5819543995
1364	0.5819500546
1365	0.5819388095
1366	0.581931638
1367	0.5819237406
1368	0.581920584
1369	0.5819162721
1370	0.5819130875
1371	0.5819068135
1372	0.5819014637
1373	0.5818996012
1374	0.5818922416
1375	0.5818861089
1376	0.5818821501
1377	0.5818776544
1378	0.5818728686
1379	0.5818675079
1380	0.58186264
1381	0.5818600409
1382	0.5818545778
1383	0.5818481403
1384	0.5818447498
1385	0.5818364345
1386	0.5818330385
1387	0.5818255063
1388	0.5818220112
1389	0.5818203267
1390	0.5818155425
1391	0.5818103473
1392	0.5818085273
1393	0.5818062377
1394	0.5818018103
1395	0.5817997345
1396	0.5817945902
1397	0.5817908524
1398	0.5817786187
1399	0.581773605
1400	0.581766051
1401	0.5817556205
1402	0.581749907
1403	0.5817485775
1404	0.5817444437
1405	0.5817384389
1406	0.5817331623
1407	0.5817243753
1408	0.5817207902
1409	0.5817171738
1410	0.581713797
1411	0.5817101592
1412	0.5817054346
1413	0.5817008745
1414	0.5816958602
1415	0.5816914784
1416	0.5816863104
1417	0.5816810503
1418	0.5816788832
1419	0.5816746525
1420	0.5816714791
1421	0.5816656072
1422	0.5816610667
1423	0.5816534869
1424	0.5816494264
1425	0.5816452735
1426	0.581639026
1427	0.5816352085
1428	0.5816310141
1429	0.5816167736
1430	0.5816141698
1431	0.5816086669
1432	0.5816048857
1433	0.581600858
1434	0.5815946601
1435	0.5815906641
1436	0.5815873619
1437	0.5815843525
1438	0.5815813721
1439	0.5815785562
1440	0.5815749212
1441	0.5815713016
1442	0.5815633773
1443	0.5815573845
1444	0.5815541429
1445	0.5815456926
1446	0.5815343393
1447	0.5815304254
1448	0.5815265502
1449	0.5815230232
1450	0.5815214901
1451	0.5815167065
1452	0.581512791
1453	0.5815095292
1454	0.5815085974
1455	0.5815053214
1456	0.5814971473
1457	0.5814937716
1458	0.581492949
1459	0.5814901389
1460	0.5814876937
1461	0.5814841182
1462	0.5814748626
1463	0.5814673243
1464	0.5814638113
1465	0.5814597725
1466	0.5814550948
1467	0.5814516172
1468	0.5814477103
1469	0.5814434458
1470	0.5814359164
1471	0.5814314956
1472	0.5814269513
1473	0.5814237805
1474	0.5814191624
1475	0.5814153716
1476	0.5814100864
1477	0.5814075566
1478	0.5814025037
1479	0.5813976771
1480	0.5813937754
1481	0.5813898977
1482	0.5813843657
1483	0.5813784233
1484	0.5813763025
1485	0.5813716645
1486	0.5813676824
1487	0.581361179
1488	0.5813594216
1489	0.5813504681
1490	0.5813432651
1491	0.5813359742
1492	0.5813314083
1493	0.5813269549
1494	0.5813220486
1495	0.5813160616
1496	0.5813123549
1497	0.5813117677
1498	0.5813079768
1499	0.5813034828
1500	0.581302008
1501	0.5812971865
1502	0.5812933563
1503	0.581289609
1504	0.5812859272
1505	0.5812793216
1506	0.5812724043
1507	0.5812688631
1508	0.5812573231
1509	0.5812512405
1510	0.581247174
1511	0.581245528
1512	0.5812383616
